ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
PAM00086255,2022-07-02,TMIN,14.4,,,S,
PAM00086255,2022-07-02,TAVG,21.400000000000002,H,,S,
PAM00086260,2022-07-02,TMIN,13.4,,,S,
PAM00086260,2022-07-02,TAVG,22.3,H,,S,
PAM00086268,2022-07-02,TMIN,13.0,,,S,
PAM00086268,2022-07-02,TAVG,24.3,H,,S,
PAM00086285,2022-07-02,TMIN,10.4,,,S,
PAM00086285,2022-07-02,TAVG,20.8,H,,S,
PA000086068,2022-07-03,TMAX,30.200000000000003,,,S,
PA000086068,2022-07-03,TMIN,16.400000000000002,,,S,
PA000086068,2022-07-03,TAVG,23.0,H,,S,
PA000086086,2022-07-03,TMAX,33.0,,,S,
PA000086086,2022-07-03,TMIN,18.2,,,S,
PA000086086,2022-07-03,TAVG,24.200000000000003,H,,S,
PA000086134,2022-07-03,TAVG,23.8,H,,S,
PA000086297,2022-07-03,TMAX,28.0,,,S,
PA000086297,2022-07-03,TMIN,17.0,,,S,
PA000086297,2022-07-03,TAVG,22.200000000000003,H,,S,
PAM00086097,2022-07-03,TMIN,19.6,,,S,
PAM00086097,2022-07-03,TAVG,25.3,H,,S,
PAM00086128,2022-07-03,TMIN,15.8,,,S,
PAM00086128,2022-07-03,TAVG,21.0,H,,S,
PAM00086170,2022-07-03,TMAX,29.5,,,S,
PAM00086170,2022-07-03,TAVG,22.1,H,,S,
PAM00086185,2022-07-03,TMIN,17.0,,,S,
PAM00086185,2022-07-03,TAVG,24.700000000000003,H,,S,
PAM00086192,2022-07-03,TMIN,17.0,,,S,
PAM00086192,2022-07-03,TAVG,24.200000000000003,H,,S,
PAM00086210,2022-07-03,TMIN,15.8,,,S,
PAM00086210,2022-07-03,TAVG,25.200000000000003,H,,S,
PAM00086218,2022-07-03,TAVG,21.3,H,,S,
PAM00086221,2022-07-03,TMAX,27.0,,,S,
PAM00086221,2022-07-03,TMIN,15.4,,,S,
PAM00086221,2022-07-03,TAVG,22.200000000000003,H,,S,
PAM00086233,2022-07-03,TMAX,28.400000000000002,,,S,
PAM00086233,2022-07-03,TMIN,20.0,,,S,
PAM00086233,2022-07-03,TAVG,22.900000000000002,H,,S,
PAM00086234,2022-07-03,TMIN,17.400000000000002,,,S,
PAM00086234,2022-07-03,TAVG,23.3,H,,S,
PAM00086255,2022-07-03,TMAX,26.0,,,S,
PAM00086255,2022-07-03,TMIN,14.0,,,S,
PAM00086255,2022-07-03,TAVG,17.7,H,,S,
PAM00086260,2022-07-03,TMIN,17.0,,,S,
PAM00086260,2022-07-03,TAVG,21.700000000000003,H,,S,
PAM00086268,2022-07-03,TMIN,15.0,,,S,
PAM00086268,2022-07-03,TAVG,22.8,H,,S,
PAM00086285,2022-07-03,TMIN,17.0,,,S,
PAM00086285,2022-07-03,TAVG,22.5,H,,S,
PA000086068,2022-07-04,TMIN,14.8,,,S,
PA000086068,2022-07-04,TAVG,25.200000000000003,H,,S,
PA000086086,2022-07-04,TMIN,20.6,,,S,
PA000086086,2022-07-04,TAVG,27.700000000000003,H,,S,
PA000086134,2022-07-04,TMIN,20.6,,,S,
PA000086134,2022-07-04,TAVG,26.1,H,,S,
PA000086297,2022-07-04,TMIN,17.0,,,S,
PA000086297,2022-07-04,TAVG,24.6,H,,S,
PAM00086097,2022-07-04,TMAX,30.6,,,S,
PAM00086097,2022-07-04,TMIN,20.400000000000002,,,S,
PAM00086097,2022-07-04,TAVG,25.200000000000003,H,,S,
PAM00086128,2022-07-04,TMIN,17.400000000000002,,,S,
PAM00086128,2022-07-04,TAVG,25.900000000000002,H,,S,
PAM00086170,2022-07-04,TMIN,16.6,,,S,
PAM00086170,2022-07-04,TAVG,25.400000000000002,H,,S,
PAM00086185,2022-07-04,TMIN,20.0,,,S,
PAM00086185,2022-07-04,TAVG,22.8,H,,S,
PAM00086192,2022-07-04,TMAX,31.400000000000002,,,S,
PAM00086192,2022-07-04,TMIN,21.0,,,S,
PAM00086192,2022-07-04,TAVG,25.200000000000003,H,,S,
PAM00086210,2022-07-04,TMIN,17.0,,,S,
PAM00086210,2022-07-04,TAVG,24.200000000000003,H,,S,
PAM00086218,2022-07-04,TMIN,17.400000000000002,,,S,
PAM00086218,2022-07-04,TAVG,25.6,H,,S,
PAM00086221,2022-07-04,TMIN,17.8,,,S,
PAM00086221,2022-07-04,TAVG,23.8,H,,S,
PAM00086233,2022-07-04,TMIN,21.0,,,S,
PAM00086233,2022-07-04,TAVG,24.8,H,,S,
PAM00086234,2022-07-04,TMIN,19.200000000000003,,,S,
PAM00086234,2022-07-04,TAVG,25.200000000000003,H,,S,
PAM00086255,2022-07-04,TMIN,15.0,,,S,
PAM00086255,2022-07-04,TAVG,21.900000000000002,H,,S,
PAM00086260,2022-07-04,TMAX,28.6,,,S,
PAM00086260,2022-07-04,TMIN,17.0,,,S,
PAM00086260,2022-07-04,TAVG,22.700000000000003,H,,S,
PAM00086268,2022-07-04,TMIN,19.5,,,S,
PAM00086268,2022-07-04,TAVG,23.900000000000002,H,,S,
PAM00086285,2022-07-04,TMAX,30.0,,,S,
PAM00086285,2022-07-04,TMIN,18.6,,,S,
PAM00086285,2022-07-04,TAVG,23.700000000000003,H,,S,
PA000086033,2022-07-05,TMAX,36.2,,,S,
PA000086033,2022-07-05,TMIN,20.0,,,S,
PA000086033,2022-07-05,TAVG,27.1,H,,S,
PA000086068,2022-07-05,TMAX,36.4,,,S,
PA000086068,2022-07-05,TMIN,15.0,,,S,
PA000086068,2022-07-05,TAVG,24.400000000000002,H,,S,
PA000086134,2022-07-05,TMAX,32.6,,,S,
PA000086134,2022-07-05,TMIN,21.6,,,S,
PA000086134,2022-07-05,TAVG,25.900000000000002,H,,S,
PA000086297,2022-07-05,TMAX,30.0,,,S,
PA000086297,2022-07-05,TMIN,20.0,,,S,
PA000086297,2022-07-05,TAVG,23.400000000000002,H,,S,
PAM00086097,2022-07-05,TMAX,30.400000000000002,,,S,
PAM00086097,2022-07-05,TMIN,17.400000000000002,,,S,
PAM00086097,2022-07-05,TAVG,24.700000000000003,H,,S,
PAM00086128,2022-07-05,TMAX,34.0,,,S,
PAM00086128,2022-07-05,TMIN,20.6,,,S,
PAM00086128,2022-07-05,TAVG,26.200000000000003,H,,S,
PAM00086170,2022-07-05,TMAX,31.6,,,S,
PAM00086170,2022-07-05,TMIN,18.5,,,S,
PAM00086170,2022-07-05,TAVG,25.1,H,,S,
PAM00086185,2022-07-05,TAVG,25.400000000000002,H,,S,
PAM00086192,2022-07-05,TMAX,32.0,,,S,
PAM00086192,2022-07-05,TMIN,20.0,,,S,
PAM00086192,2022-07-05,TAVG,26.400000000000002,H,,S,
PAM00086210,2022-07-05,TMAX,30.400000000000002,,,S,
PAM00086210,2022-07-05,TMIN,18.0,,,S,
PAM00086210,2022-07-05,TAVG,23.200000000000003,H,,S,
PAM00086218,2022-07-05,TAVG,25.3,H,,S,
PAM00086221,2022-07-05,TMAX,31.200000000000003,,,S,
PAM00086221,2022-07-05,TMIN,19.6,,,S,
PAM00086221,2022-07-05,TAVG,25.400000000000002,H,,S,
PAM00086234,2022-07-05,TMAX,30.8,,,S,
PAM00086234,2022-07-05,TMIN,17.2,,,S,
PAM00086234,2022-07-05,TAVG,22.1,H,,S,
PAM00086255,2022-07-05,TMAX,29.5,,,S,
PAM00086255,2022-07-05,TMIN,18.0,,,S,
PAM00086255,2022-07-05,TAVG,22.200000000000003,H,,S,
PAM00086260,2022-07-05,TMAX,30.5,,,S,
PAM00086260,2022-07-05,TMIN,18.0,,,S,
PAM00086260,2022-07-05,TAVG,22.200000000000003,H,,S,
PAM00086285,2022-07-05,TMAX,29.400000000000002,,,S,
PAM00086285,2022-07-05,TMIN,17.8,,,S,
PAM00086285,2022-07-05,TAVG,21.700000000000003,H,,S,
PA000086068,2022-07-06,TMIN,14.0,,,S,
PA000086068,2022-07-06,TAVG,26.5,H,,S,
PA000086086,2022-07-06,TMIN,18.0,,,S,
PA000086086,2022-07-06,TAVG,25.200000000000003,H,,S,
PA000086134,2022-07-06,TMIN,16.6,,,S,
PA000086134,2022-07-06,TAVG,23.3,H,,S,
PA000086297,2022-07-06,TMIN,20.0,,,S,
PA000086297,2022-07-06,TAVG,23.1,H,,S,
PAM00086097,2022-07-06,TMIN,18.6,,,S,
PAM00086097,2022-07-06,TAVG,24.900000000000002,H,,S,
PAM00086128,2022-07-06,TMIN,17.8,,,S,
PAM00086128,2022-07-06,TAVG,26.400000000000002,H,,S,
PAM00086170,2022-07-06,TMIN,17.400000000000002,,,S,
PAM00086170,2022-07-06,TAVG,26.200000000000003,H,,S,
PAM00086185,2022-07-06,TMIN,16.0,,,S,
PAM00086185,2022-07-06,TAVG,23.1,H,,S,
PAM00086192,2022-07-06,TMIN,19.0,,,S,
PAM00086192,2022-07-06,TAVG,24.8,H,,S,
PAM00086210,2022-07-06,TMIN,16.0,,,S,
PAM00086210,2022-07-06,TAVG,21.400000000000002,H,,S,
PAM00086218,2022-07-06,TMIN,17.8,,,S,
PAM00086218,2022-07-06,TAVG,22.900000000000002,H,,S,
PAM00086221,2022-07-06,TMIN,17.2,,,S,
PAM00086221,2022-07-06,TAVG,25.3,H,,S,
PAM00086233,2022-07-06,TMIN,20.0,,,S,
PAM00086233,2022-07-06,TAVG,23.1,H,,S,
PAM00086234,2022-07-06,TMIN,16.8,,,S,
PAM00086234,2022-07-06,TAVG,23.8,H,,S,
PAM00086255,2022-07-06,TMIN,19.0,,,S,
PAM00086255,2022-07-06,TAVG,24.3,H,,S,
PAM00086260,2022-07-06,TMIN,18.0,,,S,
PAM00086260,2022-07-06,TAVG,24.3,H,,S,
PAM00086268,2022-07-06,TMIN,15.600000000000001,,,S,
PAM00086268,2022-07-06,TAVG,24.700000000000003,H,,S,
PA000086068,2022-07-07,TMAX,36.0,,,S,
PA000086068,2022-07-07,TAVG,26.8,H,,S,
PA000086086,2022-07-07,TMAX,34.0,,,S,
PA000086086,2022-07-07,TMIN,19.6,,,S,
PA000086086,2022-07-07,TAVG,26.8,H,,S,
PA000086134,2022-07-07,TMIN,20.400000000000002,,,S,
PA000086134,2022-07-07,TAVG,25.6,H,,S,
PA000086297,2022-07-07,TMIN,19.0,,,S,
PA000086297,2022-07-07,TAVG,21.700000000000003,H,,S,
PAM00086097,2022-07-07,TMIN,15.600000000000001,,,S,
PAM00086097,2022-07-07,TAVG,23.5,H,,S,
PAM00086128,2022-07-07,TMAX,33.0,,,S,
PAM00086128,2022-07-07,TMIN,20.6,,,S,
PAM00086128,2022-07-07,TAVG,25.900000000000002,H,,S,
PAM00086170,2022-07-07,TMAX,31.6,,,S,
PAM00086170,2022-07-07,TMIN,18.8,,,S,
PAM00086170,2022-07-07,TAVG,24.700000000000003,H,,S,
PAM00086185,2022-07-07,TMIN,16.0,,,S,
PAM00086185,2022-07-07,TAVG,24.8,H,,S,
PAM00086192,2022-07-07,TMIN,19.0,,,S,
PAM00086192,2022-07-07,TAVG,25.0,H,,S,
PAM00086210,2022-07-07,TMAX,30.200000000000003,,,S,
PAM00086210,2022-07-07,TMIN,15.0,,,S,
PAM00086210,2022-07-07,TAVG,21.700000000000003,H,,S,
PAM00086218,2022-07-07,TMIN,20.5,,,S,
PAM00086218,2022-07-07,TAVG,24.8,H,,S,
PAM00086221,2022-07-07,TMIN,18.8,,,S,
PAM00086221,2022-07-07,TAVG,25.3,H,,S,
PAM00086233,2022-07-07,TMIN,19.8,,,S,
PAM00086233,2022-07-07,TAVG,23.3,H,,S,
PAM00086234,2022-07-07,TMIN,16.2,,,S,
PAM00086234,2022-07-07,TAVG,22.0,H,,S,
PAM00086255,2022-07-07,TMAX,27.5,,,S,
PAM00086255,2022-07-07,TMIN,18.8,,,S,
PAM00086255,2022-07-07,TAVG,21.6,H,,S,
PAM00086260,2022-07-07,TMIN,18.2,,,S,
PAM00086260,2022-07-07,TAVG,23.1,H,,S,
PAM00086268,2022-07-07,TMIN,18.8,,,S,
PAM00086268,2022-07-07,TAVG,24.6,H,,S,
PAM00086285,2022-07-07,TMIN,15.0,,,S,
PAM00086285,2022-07-07,TAVG,20.5,H,,S,
PA000086068,2022-07-08,TMAX,29.200000000000003,,,S,
PA000086068,2022-07-08,TMIN,15.0,,,S,
PA000086068,2022-07-08,TAVG,20.1,H,,S,
PA000086086,2022-07-08,TMAX,35.0,,,S,
PA000086086,2022-07-08,TMIN,21.0,,,S,
PA000086086,2022-07-08,TAVG,26.0,H,,S,
PA000086134,2022-07-08,TMAX,32.300000000000004,,,S,
PA000086134,2022-07-08,TMIN,21.8,,,S,
PA000086134,2022-07-08,TAVG,25.400000000000002,H,,S,
PA000086297,2022-07-08,TMIN,19.0,,,S,
PA000086297,2022-07-08,TAVG,22.6,H,,S,
PAM00086097,2022-07-08,TMIN,18.0,,,S,
PAM00086097,2022-07-08,TAVG,23.200000000000003,H,,S,
PAM00086128,2022-07-08,TMAX,30.200000000000003,,,S,
PAM00086128,2022-07-08,TMIN,20.0,,,S,
PAM00086128,2022-07-08,TAVG,25.0,H,,S,
PAM00086170,2022-07-08,TMAX,29.400000000000002,,,S,
PAM00086170,2022-07-08,TMIN,18.400000000000002,,,S,
PAM00086170,2022-07-08,TAVG,23.200000000000003,H,,S,
PAM00086185,2022-07-08,TMAX,33.4,,,S,
PAM00086185,2022-07-08,TMIN,18.0,,,S,
PAM00086185,2022-07-08,TAVG,23.700000000000003,H,,S,
PAM00086192,2022-07-08,TMAX,32.6,,,S,
PAM00086192,2022-07-08,TMIN,21.5,,,S,
PAM00086192,2022-07-08,TAVG,24.0,H,,S,
PAM00086210,2022-07-08,TMAX,30.0,,,S,
PAM00086210,2022-07-08,TMIN,14.5,,,S,
PAM00086210,2022-07-08,TAVG,19.900000000000002,H,,S,
PAM00086218,2022-07-08,TMAX,30.200000000000003,,,S,
PAM00086218,2022-07-08,TAVG,23.3,H,,S,
PAM00086221,2022-07-08,TMAX,30.8,,,S,
PAM00086221,2022-07-08,TMIN,17.6,,,S,
PAM00086221,2022-07-08,TAVG,24.900000000000002,H,,S,
PAM00086233,2022-07-08,TMAX,30.0,,,S,
PAM00086233,2022-07-08,TMIN,19.0,,,S,
PAM00086233,2022-07-08,TAVG,23.3,H,,S,
PAM00086234,2022-07-08,TMAX,30.400000000000002,,,S,
PAM00086234,2022-07-08,TMIN,17.8,,,S,
PAM00086234,2022-07-08,TAVG,21.6,H,,S,
PAM00086255,2022-07-08,TMIN,16.8,,,S,
PAM00086255,2022-07-08,TAVG,20.200000000000003,H,,S,
PAM00086260,2022-07-08,TMAX,26.5,,,S,
PAM00086260,2022-07-08,TMIN,18.0,,,S,
PAM00086260,2022-07-08,TAVG,21.400000000000002,H,,S,
PAM00086268,2022-07-08,TMAX,30.200000000000003,,,S,
PAM00086268,2022-07-08,TMIN,18.0,,,S,
PAM00086268,2022-07-08,TAVG,22.5,H,,S,
PAM00086285,2022-07-08,TMAX,28.200000000000003,,,S,
PAM00086285,2022-07-08,TMIN,15.5,,,S,
PAM00086285,2022-07-08,TAVG,20.8,H,,S,
PA000086068,2022-07-09,TAVG,26.8,H,,S,
PA000086134,2022-07-09,TAVG,25.6,H,,S,
PA000086297,2022-07-09,TMAX,29.0,,,S,
PA000086297,2022-07-09,TAVG,22.1,H,,S,
PAM00086128,2022-07-09,TAVG,25.1,H,,S,
PAM00086185,2022-07-09,TAVG,24.8,H,,S,
PAM00086218,2022-07-09,TAVG,24.1,H,,S,
PAM00086221,2022-07-09,TMAX,29.8,,,S,
PAM00086221,2022-07-09,TAVG,22.400000000000002,H,,S,
PAM00086233,2022-07-09,TAVG,24.0,H,,S,
PAM00086255,2022-07-09,TMAX,28.0,,,S,
PAM00086255,2022-07-09,TAVG,20.6,H,,S,
PAM00086260,2022-07-09,TMAX,27.700000000000003,,,S,
PAM00086260,2022-07-09,TAVG,21.1,H,,S,
PA000086068,2022-07-10,TMIN,20.0,,,S,
PA000086068,2022-07-10,TAVG,31.700000000000003,H,,S,
PA000086134,2022-07-10,TMIN,22.6,,,S,
PA000086134,2022-07-10,TAVG,26.400000000000002,H,,S,
PA000086297,2022-07-10,TMIN,20.0,,,S,
PA000086297,2022-07-10,TAVG,23.6,H,,S,
PAM00086097,2022-07-10,TMIN,19.400000000000002,,,S,
PAM00086097,2022-07-10,TAVG,26.400000000000002,H,,S,
PAM00086128,2022-07-10,TMIN,20.400000000000002,,,S,
PAM00086128,2022-07-10,TAVG,30.3,H,,S,
PAM00086170,2022-07-10,TMIN,21.400000000000002,,,S,
PAM00086170,2022-07-10,TAVG,28.900000000000002,H,,S,
PAM00086185,2022-07-10,TMIN,19.0,,,S,
PAM00086185,2022-07-10,TAVG,27.0,H,,S,
PAM00086218,2022-07-10,TMIN,22.8,,,S,
PAM00086218,2022-07-10,TAVG,26.200000000000003,H,,S,
PAM00086234,2022-07-10,TMIN,20.200000000000003,,,S,
PAM00086234,2022-07-10,TAVG,26.400000000000002,H,,S,
PAM00086255,2022-07-10,TMIN,20.0,,,S,
PAM00086255,2022-07-10,TAVG,26.3,H,,S,
PAM00086268,2022-07-10,TMIN,19.5,,,S,
PAM00086268,2022-07-10,TAVG,27.200000000000003,H,,S,
PA000086068,2022-07-11,TMAX,36.5,,,S,
PA000086068,2022-07-11,TAVG,28.5,H,,S,
PA000086086,2022-07-11,TMAX,36.0,,,S,
PA000086086,2022-07-11,TMIN,22.0,,,S,
PA000086086,2022-07-11,TAVG,31.200000000000003,H,,S,
PA000086134,2022-07-11,TMIN,23.400000000000002,,,S,
PA000086134,2022-07-11,TAVG,27.900000000000002,H,,S,
PA000086297,2022-07-11,TMAX,27.0,,,S,
PA000086297,2022-07-11,TMIN,21.0,,,S,
PA000086297,2022-07-11,TAVG,24.6,H,,S,
PAM00086097,2022-07-11,TMAX,30.200000000000003,,,S,
PAM00086097,2022-07-11,TMIN,21.200000000000003,,,S,
PAM00086097,2022-07-11,TAVG,25.3,H,,S,
PAM00086128,2022-07-11,TMAX,34.4,,,S,
PAM00086128,2022-07-11,TAVG,27.8,H,,S,
PAM00086170,2022-07-11,TMAX,33.6,,,S,
PAM00086170,2022-07-11,TAVG,23.6,H,,S,
PAM00086185,2022-07-11,TMAX,32.0,,,S,
PAM00086185,2022-07-11,TMIN,19.200000000000003,,,S,
PAM00086185,2022-07-11,TAVG,27.1,H,,S,
PAM00086192,2022-07-11,TMAX,32.0,,,S,
PAM00086192,2022-07-11,TMIN,21.0,,,S,
PAM00086192,2022-07-11,TAVG,26.8,H,,S,
PAM00086210,2022-07-11,TMIN,18.0,,,S,
PAM00086210,2022-07-11,TAVG,26.3,H,,S,
PAM00086218,2022-07-11,TMAX,31.6,,,S,
PAM00086218,2022-07-11,TAVG,24.900000000000002,H,,S,
PAM00086221,2022-07-11,TMAX,29.400000000000002,,,S,
PAM00086221,2022-07-11,TMIN,20.8,,,S,
PAM00086221,2022-07-11,TAVG,24.8,H,,S,
PAM00086233,2022-07-11,TMAX,31.0,,,S,
PAM00086233,2022-07-11,TMIN,22.0,,,S,
PAM00086233,2022-07-11,TAVG,26.1,H,,S,
PAM00086234,2022-07-11,TMAX,29.8,,,S,
PAM00086234,2022-07-11,TMIN,21.8,,,S,
PAM00086234,2022-07-11,TAVG,25.700000000000003,H,,S,
PAM00086255,2022-07-11,TMAX,30.0,,,S,
PAM00086255,2022-07-11,TAVG,23.1,H,,S,
PAM00086260,2022-07-11,TMAX,30.0,,,S,
PAM00086260,2022-07-11,TMIN,18.0,,,S,
PAM00086260,2022-07-11,TAVG,21.700000000000003,H,,S,
PAM00086268,2022-07-11,TMAX,30.0,,,S,
PAM00086268,2022-07-11,TMIN,20.0,,,S,
PAM00086268,2022-07-11,TAVG,24.900000000000002,H,,S,
PAM00086285,2022-07-11,TMIN,19.0,,,S,
PAM00086285,2022-07-11,TAVG,23.900000000000002,H,,S,
PA000086033,2022-07-12,TMAX,37.0,,,S,
PA000086033,2022-07-12,TMIN,15.0,,,S,
PA000086033,2022-07-12,TAVG,20.6,H,,S,
PA000086068,2022-07-12,TMAX,32.6,,,S,
PA000086068,2022-07-12,TMIN,12.0,,,S,
PA000086068,2022-07-12,TAVG,17.3,H,,S,
PA000086086,2022-07-12,TMIN,16.0,,,S,
PA000086086,2022-07-12,TAVG,18.8,H,,S,
PA000086134,2022-07-12,TMIN,14.600000000000001,,,S,
PA000086134,2022-07-12,PRCP,0.5,,,S,
PA000086134,2022-07-12,TAVG,16.900000000000002,H,,S,
PA000086297,2022-07-12,TMAX,27.0,,,S,
PA000086297,2022-07-12,TMIN,10.0,,,S,
PA000086297,2022-07-12,PRCP,29.700000000000003,,,S,
PA000086297,2022-07-12,TAVG,13.700000000000001,H,,S,
PAM00086097,2022-07-12,TMAX,29.6,,,S,
PAM00086097,2022-07-12,TMIN,12.600000000000001,,,S,
PAM00086097,2022-07-12,PRCP,0.0,,,S,
PAM00086097,2022-07-12,TAVG,16.1,H,,S,
PAM00086128,2022-07-12,TMAX,31.200000000000003,,,S,
PAM00086128,2022-07-12,TMIN,13.0,,,S,
PAM00086128,2022-07-12,TAVG,16.6,H,,S,
PAM00086170,2022-07-12,TMAX,29.0,,,S,
PAM00086170,2022-07-12,TMIN,10.5,,,S,
PAM00086170,2022-07-12,TAVG,14.9,H,,S,
PAM00086185,2022-07-12,TMAX,31.6,,,S,
PAM00086185,2022-07-12,TAVG,15.8,H,,S,
PAM00086192,2022-07-12,TMAX,31.400000000000002,,,S,
PAM00086192,2022-07-12,TAVG,15.700000000000001,H,,S,
PAM00086210,2022-07-12,TMAX,30.8,,,S,
PAM00086210,2022-07-12,TMIN,13.0,,,S,
PAM00086210,2022-07-12,PRCP,1.0,,,S,
PAM00086210,2022-07-12,TAVG,17.2,H,,S,
PAM00086218,2022-07-12,TMAX,28.8,,,S,
PAM00086218,2022-07-12,TMIN,12.8,,,S,
PAM00086218,2022-07-12,PRCP,0.30000000000000004,,,S,
PAM00086218,2022-07-12,TAVG,15.5,H,,S,
PAM00086221,2022-07-12,TMAX,28.8,,,S,
PAM00086221,2022-07-12,TMIN,12.4,,,S,
PAM00086221,2022-07-12,PRCP,4.800000000000001,,,S,
PAM00086221,2022-07-12,TAVG,15.200000000000001,H,,S,
PAM00086233,2022-07-12,TMAX,28.6,,,S,
PAM00086233,2022-07-12,TMIN,12.0,,,S,
PAM00086233,2022-07-12,PRCP,11.4,,,S,
PAM00086233,2022-07-12,TAVG,14.600000000000001,H,,S,
PAM00086234,2022-07-12,TMAX,29.8,,,S,
PAM00086234,2022-07-12,TMIN,11.600000000000001,,,S,
PAM00086234,2022-07-12,PRCP,6.9,,,S,
PAM00086234,2022-07-12,TAVG,14.700000000000001,H,,S,
PAM00086255,2022-07-12,TMAX,27.0,,,S,
PAM00086255,2022-07-12,TMIN,7.4,,,S,
PAM00086255,2022-07-12,PRCP,4.1000000000000005,,,S,
PAM00086255,2022-07-12,TAVG,12.9,H,,S,
PAM00086260,2022-07-12,TMIN,10.0,,,S,
PAM00086260,2022-07-12,PRCP,8.9,,,S,
PAM00086260,2022-07-12,TAVG,14.3,H,,S,
PAM00086268,2022-07-12,TMAX,29.0,,,S,
PAM00086268,2022-07-12,TMIN,11.0,,,S,
PAM00086268,2022-07-12,PRCP,13.5,,,S,
PAM00086268,2022-07-12,TAVG,14.200000000000001,H,,S,
PAM00086285,2022-07-12,TMAX,28.5,,,S,
PAM00086285,2022-07-12,TMIN,10.0,,,S,
PAM00086285,2022-07-12,PRCP,5.1000000000000005,,,S,
PAM00086285,2022-07-12,TAVG,12.9,H,,S,
PA000086033,2022-07-13,TMAX,30.0,,,S,
PA000086033,2022-07-13,TMIN,15.0,,,S,
PA000086033,2022-07-13,TAVG,19.5,H,,S,
PA000086068,2022-07-13,TMIN,12.0,,,S,
PA000086068,2022-07-13,TAVG,17.6,H,,S,
PA000086134,2022-07-13,TMIN,6.7,,,S,
PA000086134,2022-07-13,PRCP,0.0,,,S,
PA000086134,2022-07-13,TAVG,15.3,H,,S,
PA000086297,2022-07-13,TMAX,27.0,,,S,
PA000086297,2022-07-13,TMIN,6.5,,,S,
PA000086297,2022-07-13,PRCP,0.0,,,S,
PA000086297,2022-07-13,TAVG,11.100000000000001,H,,S,
PAM00086097,2022-07-13,TMAX,24.8,,,S,
PAM00086097,2022-07-13,TMIN,8.4,,,S,
PAM00086097,2022-07-13,PRCP,0.0,,,S,
PAM00086097,2022-07-13,TAVG,15.100000000000001,H,,S,
PAM00086128,2022-07-13,TMAX,21.6,,,S,
PAM00086128,2022-07-13,TMIN,7.6000000000000005,,,S,
PAM00086128,2022-07-13,TAVG,14.0,H,,S,
PAM00086170,2022-07-13,TMAX,20.400000000000002,,,S,
PAM00086170,2022-07-13,TMIN,4.0,,,S,
PAM00086170,2022-07-13,TAVG,13.4,H,,S,
PAM00086185,2022-07-13,TMIN,9.0,,,S,
PAM00086185,2022-07-13,TAVG,13.700000000000001,H,,S,
PAM00086192,2022-07-13,TMIN,7.0,,,S,
PAM00086192,2022-07-13,TAVG,14.600000000000001,H,,S,
PAM00086210,2022-07-13,TMAX,25.400000000000002,,,S,
PAM00086210,2022-07-13,TMIN,10.0,,,S,
PAM00086210,2022-07-13,PRCP,0.0,,,S,
PAM00086210,2022-07-13,TAVG,16.3,H,,S,
PAM00086218,2022-07-13,PRCP,0.0,,,S,
PAM00086218,2022-07-13,TAVG,13.8,H,,S,
PAM00086221,2022-07-13,TMIN,7.0,,,S,
PAM00086221,2022-07-13,PRCP,0.0,,,S,
PAM00086221,2022-07-13,TAVG,13.200000000000001,H,,S,
PAM00086233,2022-07-13,TMIN,5.0,,,S,
PAM00086233,2022-07-13,PRCP,0.0,,,S,
PAM00086233,2022-07-13,TAVG,12.200000000000001,H,,S,
PAM00086234,2022-07-13,TMIN,5.6000000000000005,,,S,
PAM00086234,2022-07-13,PRCP,0.0,,,S,
PAM00086234,2022-07-13,TAVG,12.3,H,,S,
PAM00086255,2022-07-13,TMIN,7.0,,,S,
PAM00086255,2022-07-13,PRCP,0.0,,,S,
PAM00086255,2022-07-13,TAVG,12.3,H,,S,
PAM00086260,2022-07-13,TMIN,6.0,,,S,
PAM00086260,2022-07-13,PRCP,0.0,,,S,
PAM00086260,2022-07-13,TAVG,11.8,H,,S,
PAM00086268,2022-07-13,TMAX,24.0,,,S,
PAM00086268,2022-07-13,TMIN,4.5,,,S,
PAM00086268,2022-07-13,PRCP,0.0,,,S,
PAM00086268,2022-07-13,TAVG,12.4,H,,S,
PAM00086285,2022-07-13,TMIN,3.7,,,S,
PAM00086285,2022-07-13,PRCP,0.0,,,S,
PAM00086285,2022-07-13,TAVG,10.0,H,,S,
PA000086134,2022-07-14,TAVG,27.8,H,,S,
PA000086297,2022-07-14,TAVG,20.200000000000003,H,,S,
PAM00086185,2022-07-14,TMAX,22.200000000000003,,,S,
PAM00086185,2022-07-14,TAVG,19.200000000000003,H,,S,
PAM00086218,2022-07-14,TAVG,23.6,H,,S,
PA000086068,2022-07-15,TAVG,31.200000000000003,H,,S,
PA000086134,2022-07-15,TMIN,22.6,,,S,
PA000086134,2022-07-15,TAVG,28.700000000000003,H,,S,
PA000086297,2022-07-15,TMIN,9.5,,,S,
PA000086297,2022-07-15,TAVG,24.1,H,,S,
PAM00086097,2022-07-15,TMIN,18.6,,,S,
PAM00086097,2022-07-15,TAVG,26.900000000000002,H,,S,
PAM00086128,2022-07-15,TMIN,22.0,,,S,
PAM00086128,2022-07-15,TAVG,29.5,H,,S,
PAM00086170,2022-07-15,TMIN,22.0,,,S,
PAM00086170,2022-07-15,TAVG,28.200000000000003,H,,S,
PAM00086185,2022-07-15,TMIN,22.0,,,S,
